threat_id,user_id,threat_type,severity,confidence,evidence,first_observed,last_observed,related_hostname,related_alert_count,recommended_action
THR00078,EMP10630,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 23:57:25,2026-09-05 09:44:00,LPT-10630,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00079,EMP10643,Post-Termination Activity,Critical,High,7 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 00:00:00,2026-08-28 22:58:31,WS-10643,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00080,EMP10645,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-23 20:29:18,2026-09-09 04:11:13,WS-10645,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00081,EMP10646,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-16 14:56:26,2026-09-08 00:00:00,LPT-10646,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00083,EMP10651,Post-Termination Activity,Critical,High,7 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 03:08:32,2026-09-09 00:00:00,LPT-10651,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00084,EMP10657,Post-Termination Activity,Critical,High,7 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 23:15:08,2026-09-08 12:15:58,LPT-10657,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00086,EMP10670,Post-Termination Activity,Critical,High,7 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 07:27:37,2026-09-09 08:51:46,LPT-10670,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00087,EMP10671,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 04:19:31,2026-09-04 05:27:35,LPT-10671,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00088,EMP10674,Post-Termination Activity,Critical,High,5 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-07 10:11:23,VDR-10674,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00089,EMP10675,Post-Termination Activity,Critical,High,2 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-14 08:28:39,2026-08-31 17:36:00,WS-10675,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00090,EMP10682,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 00:56:49,2026-09-07 00:00:00,LPT-10682,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00091,EMP10693,Post-Termination Activity,Critical,High,8 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 01:10:42,2026-09-06 10:45:33,VDR-10693,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00092,EMP10702,Post-Termination Activity,Critical,High,7 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 13:52:14,2026-09-05 19:17:35,LPT-10702,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00093,EMP10703,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 22:19:11,2026-09-02 03:03:24,VDR-10703,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00094,EMP10707,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-03 00:33:10,WS-10707,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00095,EMP10708,Post-Termination Activity,Critical,High,1 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-12 12:10:00,2026-08-31 00:00:00,LPT-10708,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00096,EMP10754,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-08 17:15:00,2026-09-08 19:14:00,VDR-10754,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00097,EMP10763,Post-Termination Activity,Critical,High,7 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 19:37:00,2026-09-09 14:38:23,LPT-10763,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00098,EMP10767,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 06:18:47,2026-09-04 00:00:00,VDR-10767,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00099,EMP10771,Post-Termination Activity,Critical,High,7 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 00:00:00,2026-09-02 14:20:00,LPT-10771,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00101,EMP10786,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 04:28:03,2026-09-06 00:00:00,WS-10786,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00102,EMP10789,Post-Termination Activity,Critical,High,4 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 15:17:00,2026-09-09 03:27:00,LPT-10789,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00103,EMP10792,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-09 19:39:00,VDR-10792,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00104,EMP10806,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 20:15:02,2026-09-09 22:01:00,WS-10806,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00105,EMP10815,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-09 00:00:00,2026-09-08 04:00:10,LPT-10815,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00106,EMP10821,Post-Termination Activity,Critical,High,4 IAM and 6 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-12 05:21:47,2026-09-06 14:28:00,LPT-10821,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00107,EMP10826,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 01:49:31,2026-09-06 16:43:26,WS-10826,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00108,EMP10830,Post-Termination Activity,Critical,High,9 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 02:22:00,2026-09-09 02:55:43,VDR-10830,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00109,EMP10834,Post-Termination Activity,Critical,High,10 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 10:00:09,2026-09-08 12:51:44,LPT-10834,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00111,EMP10842,Post-Termination Activity,Critical,High,8 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 10:23:53,2026-09-09 00:00:00,LPT-10842,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00112,EMP10848,Post-Termination Activity,Critical,High,4 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 00:00:00,2026-09-04 07:06:52,VDR-10848,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00113,EMP10852,Post-Termination Activity,Critical,High,5 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-05 21:32:38,LPT-10852,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00115,EMP10887,Post-Termination Activity,Critical,High,7 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 19:35:56,2026-09-05 18:01:09,VDR-10887,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00116,EMP10909,Post-Termination Activity,Critical,High,4 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 12:51:17,2026-09-06 12:13:58,LPT-10909,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00117,EMP10914,Post-Termination Activity,Critical,High,2 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-11 00:00:00,2026-09-06 09:50:25,VDR-10914,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
