log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country,hostname_join_key,src_ip_valid,dst_ip_valid,src_port_status,dst_port_status,bytes_sent_status,bytes_received_status
FW000028816,,lpt-11156,,122.69.111.61,80,22,TCP,ALLOW,18660537,45148377,SID100947,False,BLOCK_TOR_EXIT,IN,lpt-11156,False,True,valid,valid,valid,valid
FW000007476,2026-09-03 22:45:39,vdr-12075,,,1433,53,TCP,ALLOW,1896224,4611336,,False,UNKNOWN,IN,vdr-12075,False,False,valid,valid,valid,valid
FW000010884,2026-08-24 03:54:36,vdr-10736,,,22,445,TCP,DENY,16505377,27711099,SID603359,False,ALLOW_INTERNAL_DNS,UNKNOWN,vdr-10736,False,False,valid,valid,valid,valid
FW000010557,2026-08-09 23:11:21,ws-10476,190.240.19.92,81.116.7.4,,,TCP,DENY,49108319,32002037,SID381305,False,,IN,ws-10476,True,True,invalid,missing,valid,valid
FW000007919,2026-08-06 09:05:00,ws-11936,,95.95.44.149,0,,TCP,DENY,9392855,35270562,SID288467,True,ALLOW_INTERNAL_DNS,RU,ws-11936,False,True,valid,missing,valid,valid
FW000005115,2026-09-09 17:39:44,lpt-11259,,,53,443,TCP,DENY,41605831,26938568,SID720221,False,BLOCK_EXTERNAL_RDP,CN,lpt-11259,False,False,valid,valid,valid,valid
FW000001617,2026-09-08 06:09:34,vdr-12893,216.237.162.72,189.28.52.148,,3389,TCP,ALLOW,36958003,32082309,SID872670,False,UNKNOWN,CN,vdr-12893,True,True,invalid,valid,valid,valid
FW000028756,,lpt-12250,,197.88.174.175,8443,1433,TCP,ALLOW,38002127,44767243,SID736208,False,BLOCK_EXTERNAL_RDP,US,lpt-12250,False,True,valid,valid,valid,valid
FW000020131,2026-08-19 02:45:11,lpt-11156,,49.144.107.164,135,1433,ICMP,ALLOW,29871683,27287529,SID360727,False,ALLOW_INTERNAL_DNS,,lpt-11156,False,True,valid,valid,valid,valid
FW000000937,2026-08-27 23:26:41,vdr-12706,,,,8443,UDP,DENY,27859792,29611786,SID710702,False,BLOCK_TOR_EXIT,US,vdr-12706,False,False,invalid,valid,valid,valid
FW000005223,2026-09-07 09:42:20,lpt-12135,192.167.240.74,,445,,TCP,ALLOW,8886600,4866308,,False,,,lpt-12135,True,False,valid,invalid,valid,valid
FW000016554,2026-08-31 18:57:45,lpt-11753,,,3306,8443,OTHER,ALLOW,2875713,49686498,SID190983,False,,US,lpt-11753,False,,valid,valid,valid,valid
FW000025692,,lpt-10897,,,,445,TCP,ALLOW,14802745,,SID174243,False,,RU,lpt-10897,False,False,invalid,valid,valid,invalid
FW000016279,2026-09-04 14:41:00,vdr-12091,19.9.121.17,,135,135,UDP,ALLOW,18259067,39429235,SID642825,False,,US,vdr-12091,True,False,valid,valid,valid,valid
FW000029742,2026-08-08 00:00:00,ws-10413,,72.79.78.146,53,3306,TCP,ALLOW,22187817,39533277,,True,ALLOW_WEB,IN,ws-10413,,True,valid,valid,valid,valid
FW000010828,2026-09-03 04:30:28,ws-10982,192.168.12.83,106.221.97.7,,443,TCP,ALLOW,20702733,39443284,SID174628,False,,,ws-10982,True,True,missing,valid,valid,valid
FW000027016,2026-09-07 08:40:00,vdr-10847,192.168.51.62,,25,1433,TCP,DENY,,,SID587955,False,ALLOW_WEB,UNKNOWN,vdr-10847,True,False,valid,valid,invalid,missing
FW000019780,2026-08-02 20:16:27,vdr-11455.corp.local,,,135,,TCP,ALLOW,31581284,33014801,SID427888,False,BLOCK_TOR_EXIT,RU,vdr-11455,False,False,valid,invalid,valid,valid
FW000021953,2026-08-15 11:48:00,lpt-10935,135.185.206.228,,,445,TCP,DENY,44754635,40765367,SID862329,False,,,lpt-10935,True,False,invalid,valid,valid,valid
FW000018469,2026-08-27 15:55:46,lpt-11631,,192.168.123.82,,,OTHER,ALLOW,38366300,14094271,SID635039,False,BLOCK_TOR_EXIT,,lpt-11631,False,True,missing,missing,valid,valid
FW000013252,2026-08-27 06:19:13,lpt-12766,,81.6.74.51,0,,TCP,DENY,6487757,7880652,,False,MONITOR_DB_ACCESS,IN,lpt-12766,False,True,valid,invalid,valid,valid
FW000020518,2026-09-02 21:12:00,lpt-10055,,32.95.63.179,8080,445,TCP,ALLOW,46056402,31243264,SID117225,False,,IN,lpt-10055,False,True,valid,valid,valid,valid
FW000025949,2026-08-07 22:39:49,vdr-11167,50.201.161.120,,3389,135,TCP,DENY,12489651,23765304,SID263037,False,,,vdr-11167,True,False,valid,valid,valid,valid
FW000016657,2026-08-02 03:56:12,lpt-10041,172.16.183.248,,,3389,TCP,DENY,48891316,21915238,SID810055,True,ALLOW_OFFICE_APPS,IN,lpt-10041,True,False,invalid,valid,valid,valid
FW000009990,2026-08-01 09:40:46,vdr-11566,,192.168.87.21,25,443,TCP,ALLOW,,32850442,SID359252,False,UNKNOWN,UNKNOWN,vdr-11566,False,True,valid,valid,missing,valid
FW000019917,2026-08-24 07:26:50,lpt-12597,,23.122.193.207,8080,8080,UDP,ALLOW,10426919,46813530,SID590281,False,ALLOW_INTERNAL_DNS,,lpt-12597,False,True,valid,valid,valid,valid
FW000003602,2026-08-29 07:37:27,lpt-11131,,,80,8443,TCP,ALLOW,32417960,45857679,SID934827,False,BLOCK_EXTERNAL_RDP,RU,lpt-11131,False,False,valid,valid,valid,valid
FW000001110,2026-08-29 17:14:57,ws-12756,192.168.12.8,134.84.129.207,,0,UDP,ALLOW,14289743,11950559,SID589556,False,,RU,ws-12756,True,True,invalid,valid,valid,valid
FW000025645,2026-09-09 16:54:45,lpt-11539.corp.local,,,,8080,TCP,ALLOW,37245037,48508794,SID485150,False,,,lpt-11539,False,False,missing,valid,valid,valid
FW000002237,2026-08-23 22:40:00,ws-10078,99.34.218.231,66.220.93.237,53,,TCP,DENY,42485823,33615978,SID821927,False,UNKNOWN,RU,ws-10078,True,True,valid,missing,valid,valid
FW000001805,2026-08-09 08:22:37,ws-12745,,172.16.231.153,8443,8443,UDP,ALLOW,16779659,7610736,SID747871,True,UNKNOWN,IN,ws-12745,False,True,valid,valid,valid,valid
FW000017143,2026-08-10 00:00:00,ws-12606,,94.91.182.188,443,445,UDP,ALLOW,5157847,31203519,SID324146,False,MONITOR_DB_ACCESS,US,ws-12606,False,True,valid,valid,valid,valid
FW000029553,,lpt-11904,,207.250.199.98,,,TCP,ALLOW,,14428190,SID187947,False,ALLOW_INTERNAL_DNS,US,lpt-11904,False,True,missing,invalid,missing,valid
FW000020682,2026-08-24 00:43:33,vdr-12835,192.168.210.95,,1433,,UDP,ALLOW,30295352,36339153,SID314706,False,BLOCK_EXTERNAL_RDP,RU,vdr-12835,True,False,valid,invalid,valid,valid
FW000007673,2026-08-08 00:24:00,ws-10319,,171.143.153.28,,,TCP,ALLOW,162917,49496219,SID154021,False,,UNKNOWN,ws-10319,False,True,missing,invalid,valid,valid
FW000009074,2026-08-06 00:00:00,vdr-11812,,,,8443,ICMP,ALLOW,37511449,9743974,SID391164,True,UNKNOWN,CN,vdr-11812,False,False,invalid,valid,valid,valid
FW000023400,2026-08-10 13:31:49,,172.16.98.103,173.203.77.37,3389,,TCP,DENY,46661632,41459159,SID732948,False,,US,,True,True,valid,missing,valid,valid
FW000000097,2026-09-08 23:51:38,vdr-10473,,,22,445,TCP,DENY,44695582,22670583,SID290459,False,ALLOW_INTERNAL_DNS,US,vdr-10473,False,False,valid,valid,valid,valid
FW000021215,2026-08-15 08:56:00,ws-10305,15.7.201.115,128.245.66.71,,8443,TCP,ALLOW,,,SID578597,True,ALLOW_INTERNAL_DNS,IN,ws-10305,True,True,invalid,valid,missing,missing
FW000017513,2026-09-07 19:22:00,vdr-11933.corp.local,,107.22.134.145,,,TCP,ALLOW,12181231,,,False,BLOCK_TOR_EXIT,US,vdr-11933,False,True,invalid,missing,valid,missing
FW000029667,2026-08-08 00:00:00,ws-12756,10.4.77.0,172.16.52.22,22,8443,UDP,ALLOW,,11989372,SID868923,False,UNKNOWN,CN,ws-12756,True,True,valid,valid,missing,valid
FW000028019,2026-08-06 06:32:06,ws-10831,,40.49.202.18,,53,UDP,ALLOW,37480619,,SID559404,False,ALLOW_INTERNAL_DNS,US,ws-10831,False,True,invalid,valid,valid,invalid
FW000004392,2026-08-28 13:55:16,,172.16.148.37,167.122.66.144,,,UDP,ALLOW,6161009,17338232,SID766441,False,ALLOW_WEB,,,True,True,missing,missing,valid,valid
FW000023214,2026-08-15 13:00:43,ws-11545,93.24.102.77,210.31.212.125,,,TCP,DENY,,4583641,,False,BLOCK_TOR_EXIT,CN,ws-11545,True,True,invalid,invalid,missing,valid
FW000001636,2026-08-16 02:17:00,lpt-11807,,189.19.244.108,80,8080,TCP,DENY,33690824,35913728,,False,MONITOR_DB_ACCESS,IN,lpt-11807,False,True,valid,valid,valid,valid
FW000019694,2026-08-16 17:46:30,lpt-10671,10.243.53.0,,25,25,TCP,ALLOW,7319283,36214559,SID628354,False,MONITOR_DB_ACCESS,CN,lpt-10671,True,False,valid,valid,valid,valid
FW000022153,2026-08-28 21:57:00,vdr-11251,,,,22,TCP,ALLOW,9581681,6787836,SID696833,True,ALLOW_INTERNAL_DNS,,vdr-11251,False,False,invalid,valid,valid,valid
FW000014837,2026-09-03 13:30:00,lpt-11728,,,,445,TCP,ALLOW,25029398,22693231,SID449277,False,BLOCK_EXTERNAL_RDP,RU,lpt-11728,False,False,missing,valid,valid,valid
FW000008443,2026-08-06 12:40:00,lpt-10002,172.16.52.64,207.171.66.194,3389,8443,TCP,ALLOW,5463081,37811651,SID705365,False,,IN,lpt-10002,True,True,valid,valid,valid,valid
FW000020217,2026-09-04 22:54:52,ws-10190,,,,80,UDP,ALLOW,46891739,18043425,SID706771,False,DENY_TELNET,IN,ws-10190,False,,missing,valid,valid,valid
FW000018114,2026-09-02 00:00:00,lpt-12530,192.168.97.149,192.168.51.10,445,3306,UDP,ALLOW,5809630,3649044,,False,DENY_TELNET,CN,lpt-12530,True,True,valid,valid,valid,valid
FW000024948,2026-08-25 00:00:00,lpt-12027,140.153.184.249,,80,1433,TCP,ALLOW,19841106,24884511,,False,UNKNOWN,RU,lpt-12027,True,False,valid,valid,valid,valid
FW000019322,,lpt-11239,,93.203.158.57,80,80,UDP,ALLOW,30021408,,SID655612,False,,IN,lpt-11239,False,True,valid,valid,valid,missing
FW000029659,2026-08-11 08:26:49,ws-12910,10.7.155.0,172.16.131.176,25,3306,TCP,DENY,6565663,27619961,SID139836,False,BLOCK_TOR_EXIT,CN,ws-12910,True,True,valid,valid,valid,valid
FW000007376,2026-09-02 05:11:22,vdr-12405,192.168.61.247,192.168.61.232,80,1433,TCP,ALLOW,15395766,20961228,,False,ALLOW_OFFICE_APPS,CN,vdr-12405,True,True,valid,valid,valid,valid
FW000004903,2026-08-22 00:07:00,ws-11776,,,8443,22,UDP,DENY,21955416,18256220,SID189788,False,BLOCK_EXTERNAL_RDP,,ws-11776,False,False,valid,valid,valid,valid
FW000007574,2026-08-29 08:50:21,vdr-10529,,172.16.122.77,,1433,UDP,DENY,9448971,17369234,SID777071,False,BLOCK_TOR_EXIT,IN,vdr-10529,,True,missing,valid,valid,valid
FW000020992,2026-08-16 00:22:31,lpt-12508,,96.82.44.125,,8443,TCP,ALLOW,24154254,10130655,,False,MONITOR_DB_ACCESS,RU,lpt-12508,False,True,missing,valid,valid,valid
FW000018391,2026-08-05 08:45:10,lpt-12672,192.168.172.207,99.175.227.180,8080,443,UDP,ALLOW,38940088,7670310,SID710502,False,ALLOW_OFFICE_APPS,CN,lpt-12672,True,True,valid,valid,valid,valid
FW000000763,2026-08-08 05:59:12,,192.168.133.222,,,80,UDP,DENY,25891531,39494831,SID188781,False,,CN,,True,False,invalid,valid,valid,valid
FW000005437,2026-08-22 01:36:29,ws-11895,,,8080,,TCP,ALLOW,32006329,13897961,SID368346,False,DENY_TELNET,RU,ws-11895,,False,valid,invalid,valid,valid
FW000026911,2026-09-05 00:38:00,ws-12124,192.168.203.248,172.16.104.74,445,,TCP,DENY,12255229,49419387,SID122513,False,ALLOW_INTERNAL_DNS,IN,ws-12124,True,True,valid,invalid,valid,valid
FW000019497,2026-08-02 00:00:00,lpt-11478,192.168.19.200,145.49.161.64,3306,22,TCP,DENY,15507384,1808190,SID927820,False,ALLOW_WEB,,lpt-11478,True,True,valid,valid,valid,valid
FW000020549,2026-09-08 15:42:00,,,,1433,8443,UDP,ALLOW,13904486,38374904,SID187417,False,BLOCK_EXTERNAL_RDP,CN,,False,False,valid,valid,valid,valid
FW000019115,2026-09-08 10:06:14,lpt-10463,192.168.30.239,192.168.102.190,8443,3306,UDP,DENY,34868124,,SID624102,False,ALLOW_WEB,IN,lpt-10463,True,True,valid,valid,valid,missing
FW000015462,2026-08-16 02:25:26,lpt-11512,,192.168.141.33,,,UDP,DENY,47258739,41453038,SID269868,False,MONITOR_DB_ACCESS,RU,lpt-11512,False,True,missing,missing,valid,valid
FW000013572,2026-09-08 14:33:04,vdr-11946.corp.local,,,,445,TCP,ALLOW,48809542,42382162,SID121877,False,ALLOW_OFFICE_APPS,UNKNOWN,vdr-11946,False,False,missing,valid,valid,valid
FW000022813,2026-08-07 23:39:07,lpt-12169,192.168.11.169,172.16.107.91,,,TCP,ALLOW,43402670,28850505,SID338341,False,UNKNOWN,IN,lpt-12169,True,True,missing,invalid,valid,valid
FW000008333,2026-08-21 18:55:01,vdr-12638,,,443,445,TCP,ALLOW,46362569,41301593,,False,BLOCK_EXTERNAL_RDP,IN,vdr-12638,False,False,valid,valid,valid,valid
FW000017593,2026-08-18 08:42:51,lpt-11762,,,8080,3389,TCP,DENY,21768438,24145930,SID265170,False,UNKNOWN,US,lpt-11762,False,False,valid,valid,valid,valid
FW000020237,2026-08-11 11:42:31,vdr-12237,,223.16.124.105,3389,8443,UDP,DENY,41417062,13317060,SID154872,False,ALLOW_WEB,IN,vdr-12237,False,True,valid,valid,valid,valid
FW000017596,2026-08-01 18:10:50,vdr-11787,,37.114.196.63,25,445,TCP,DENY,,46653580,SID350858,False,ALLOW_WEB,UNKNOWN,vdr-11787,False,True,valid,valid,missing,valid
FW000024800,2026-08-29 00:00:00,lpt-10452.corp.local,192.168.175.16,172.16.237.102,3306,3389,TCP,ALLOW,37181147,16819273,SID980845,True,BLOCK_EXTERNAL_RDP,IN,lpt-10452,True,True,valid,valid,valid,valid
FW000017162,,ws-10720,172.16.200.140,,3389,135,TCP,DENY,35350465,9375935,SID823913,False,MONITOR_DB_ACCESS,UNKNOWN,ws-10720,True,False,valid,valid,valid,valid
FW000013061,2026-08-15 20:32:00,ws-10546,172.16.26.118,,8443,3389,TCP,ALLOW,14722007,33339696,SID973033,False,DENY_TELNET,,ws-10546,True,False,valid,valid,valid,valid
FW000004458,2026-08-31 18:30:58,vdr-11910,172.16.38.198,,80,135,TCP,ALLOW,19819448,14468954,SID481812,True,ALLOW_OFFICE_APPS,,vdr-11910,True,False,valid,valid,valid,valid
FW000010076,2026-08-10 11:16:57,vdr-12577,192.168.241.101,192.168.131.170,22,8443,TCP,DENY,41811917,22891624,SID461390,False,DENY_TELNET,IN,vdr-12577,True,True,valid,valid,valid,valid
FW000009729,2026-08-16 20:12:00,lpt-12626,172.16.52.76,,,445,UDP,DENY,16231956,38388367,,False,,UNKNOWN,lpt-12626,True,False,missing,valid,valid,valid
FW000014199,2026-08-23 12:47:50,ws-10036,,52.210.166.235,80,3389,UDP,ALLOW,18966673,11079656,SID792845,False,BLOCK_EXTERNAL_RDP,CN,ws-10036,,True,valid,valid,valid,valid
FW000007641,2026-09-08 04:36:35,lpt-10318,192.168.40.180,,1433,25,UDP,ALLOW,21317550,14350182,SID421758,False,MONITOR_DB_ACCESS,US,lpt-10318,True,False,valid,valid,valid,valid
FW000012631,2026-09-09 16:51:06,ws-10228,192.168.51.79,,135,443,UDP,ALLOW,,33816576,SID251096,False,UNKNOWN,RU,ws-10228,True,False,valid,valid,missing,valid
FW000016011,2026-08-05 11:01:00,vdr-11771,211.68.50.150,141.136.205.86,53,53,UDP,ALLOW,26471718,34765255,SID210217,False,ALLOW_OFFICE_APPS,IN,vdr-11771,True,True,valid,valid,valid,valid
FW000024968,,lpt-11190,97.197.66.159,,3306,22,TCP,DENY,32889051,,SID285374,False,,US,lpt-11190,True,False,valid,valid,valid,missing
FW000025009,2026-08-11 00:00:00,vdr-12883,71.79.245.106,,8443,445,TCP,ALLOW,1884801,15493252,SID294265,False,,,vdr-12883,True,,valid,valid,valid,valid
FW000011021,2026-08-19 00:03:41,lpt-11125,,77.216.149.88,,22,TCP,ALLOW,10632561,2470839,SID175084,True,,RU,lpt-11125,False,True,invalid,valid,valid,valid
FW000010521,2026-08-10 06:37:46,lpt-10897,,172.16.47.48,25,,TCP,ALLOW,,5437608,,False,,,lpt-10897,False,True,valid,invalid,missing,valid
FW000011072,2026-08-17 23:38:00,ws-12822,82.86.70.154,43.104.134.118,443,135,TCP,ALLOW,,40869563,,False,ALLOW_OFFICE_APPS,UNKNOWN,ws-12822,True,True,valid,valid,missing,valid
FW000006464,2026-08-06 00:00:00,vdr-12734,,,8443,443,UDP,ALLOW,,18869278,SID652847,False,ALLOW_INTERNAL_DNS,US,vdr-12734,False,,valid,valid,missing,valid
FW000004521,2026-08-16 22:47:32,ws-11733,,,22,1433,UDP,ALLOW,23043833,28437381,SID612366,False,ALLOW_WEB,CN,ws-11733,False,False,valid,valid,valid,valid
FW000018086,,ws-10774,,172.16.88.199,8080,3389,TCP,DENY,46934262,47779561,SID810066,False,BLOCK_TOR_EXIT,,ws-10774,False,True,valid,valid,valid,valid
FW000027990,2026-08-15 00:13:04,lpt-10258,115.137.102.243,192.168.248.85,,,TCP,ALLOW,46563194,17878709,SID785904,False,MONITOR_DB_ACCESS,US,lpt-10258,True,True,invalid,missing,valid,valid
FW000010213,2026-08-23 01:21:36,lpt-11977,172.16.49.34,142.129.134.42,3389,445,UDP,ALLOW,14846720,21479991,SID461600,False,BLOCK_TOR_EXIT,CN,lpt-11977,True,True,valid,valid,valid,valid
FW000022275,,vdr-11147,172.16.207.197,92.168.50.192,8080,53,ICMP,ALLOW,22203946,2116532,SID442055,False,ALLOW_INTERNAL_DNS,CN,vdr-11147,True,True,valid,valid,valid,valid
FW000021951,2026-08-05 05:00:40,lpt-12481,,,22,3389,TCP,ALLOW,11094717,34943007,SID515183,False,MONITOR_DB_ACCESS,,lpt-12481,False,False,valid,valid,valid,valid
FW000005305,2026-08-26 01:04:20,vdr-11066,192.168.112.74,10.46.180.0,135,3389,UDP,ALLOW,,2673869,SID871674,False,,IN,vdr-11066,True,True,valid,valid,invalid,valid
FW000029612,2026-08-30 12:12:00,ws-10998,105.170.3.208,,8080,3306,UDP,DENY,13862209,39555878,SID900105,False,UNKNOWN,RU,ws-10998,True,False,valid,valid,valid,valid
FW000021100,2026-08-08 00:00:00,vdr-10207,183.114.85.85,,,,TCP,ALLOW,16840131,24363904,SID564569,False,UNKNOWN,UNKNOWN,vdr-10207,True,False,missing,missing,valid,valid
FW000013131,2026-08-01 00:00:00,ws-10874,128.19.200.93,81.175.146.222,22,80,TCP,ALLOW,14778125,,SID790672,False,BLOCK_TOR_EXIT,,ws-10874,True,True,valid,valid,valid,missing
FW000000734,2026-08-10 01:34:30,,,,22,,UDP,ALLOW,11789511,23945218,SID149874,False,BLOCK_EXTERNAL_RDP,US,,False,False,valid,invalid,valid,valid
FW000004752,2026-08-04 16:30:35,lpt-10782,46.24.33.223,,135,8443,TCP,DENY,28631014,39884492,SID809689,False,MONITOR_DB_ACCESS,IN,lpt-10782,True,False,valid,valid,valid,valid
FW000010123,2026-08-21 00:35:18,ws-12828.corp.local,192.168.79.202,,135,25,UDP,ALLOW,6891589,41410494,SID874015,False,ALLOW_OFFICE_APPS,UNKNOWN,ws-12828,True,False,valid,valid,valid,valid
FW000019114,2026-09-05 21:49:13,lpt-10318,192.168.53.206,100.101.91.228,53,443,OTHER,ALLOW,41989020,,SID879663,False,UNKNOWN,RU,lpt-10318,True,True,valid,valid,valid,missing
FW000028441,2026-08-07 18:52:19,lpt-10639.corp.local,,,1433,443,TCP,ALLOW,45054055,4752527,SID371249,False,BLOCK_EXTERNAL_RDP,CN,lpt-10639,False,False,valid,valid,valid,valid
FW000008332,2026-08-18 16:18:56,ws-11120,,72.153.75.20,80,,TCP,ALLOW,34823770,33876982,SID439371,False,DENY_TELNET,,ws-11120,False,True,valid,missing,valid,valid
FW000015338,,lpt-12540,192.168.133.36,,3389,,TCP,ALLOW,,8179749,SID879087,False,ALLOW_OFFICE_APPS,IN,lpt-12540,True,False,valid,invalid,missing,valid
FW000003190,2026-08-08 23:15:25,vdr-10762,172.16.52.224,185.188.140.156,,53,OTHER,ALLOW,41300678,43241945,SID388119,False,BLOCK_TOR_EXIT,RU,vdr-10762,True,True,invalid,valid,valid,valid
FW000014198,2026-08-05 02:02:00,vdr-10667,172.16.94.126,,,,TCP,ALLOW,5685693,40275804,SID562050,False,UNKNOWN,IN,vdr-10667,True,False,missing,missing,valid,valid
FW000029219,2026-09-07 00:00:00,vdr-11095,,,80,8080,TCP,ALLOW,,,SID514003,False,ALLOW_OFFICE_APPS,CN,vdr-11095,False,False,valid,valid,missing,invalid
FW000009385,2026-08-22 17:06:47,ws-10113,172.16.34.235,17.213.7.17,443,8443,TCP,ALLOW,41964883,22292887,SID916283,False,,IN,ws-10113,True,True,valid,valid,valid,valid
FW000003779,2026-08-10 05:49:20,ws-12713,172.16.75.211,93.11.36.51,445,22,TCP,DENY,9193440,19954401,SID913223,False,MONITOR_DB_ACCESS,,ws-12713,True,True,valid,valid,valid,valid
FW000027504,2026-08-02 11:21:00,vdr-12527,192.168.60.221,205.158.147.212,1433,0,TCP,ALLOW,10971663,1397822,SID604512,False,ALLOW_INTERNAL_DNS,US,vdr-12527,True,True,valid,valid,valid,valid
FW000008011,2026-08-18 05:33:41,vdr-10477,,,1433,135,UDP,ALLOW,30002414,37215114,,False,,US,vdr-10477,False,False,valid,valid,valid,valid
FW000012287,2026-08-06 00:00:00,,,192.168.64.195,8080,,ICMP,ALLOW,33591596,18507366,SID514243,True,DENY_TELNET,IN,,,True,valid,missing,valid,valid
FW000002035,,vdr-10756,,172.16.44.44,445,53,TCP,DENY,42395354,23751368,SID768241,False,,CN,vdr-10756,False,True,valid,valid,valid,valid
FW000010276,2026-08-07 03:52:57,lpt-12481,172.16.44.180,172.16.173.92,,80,TCP,ALLOW,4237193,14527110,,False,MONITOR_DB_ACCESS,CN,lpt-12481,True,True,missing,valid,valid,valid
FW000015321,2026-08-04 11:30:43,ws-12162,,172.16.196.78,1433,80,TCP,ALLOW,19624075,,SID670994,False,BLOCK_TOR_EXIT,,ws-12162,False,True,valid,valid,valid,missing
FW000022748,,ws-10878,172.16.89.167,172.16.99.59,3389,25,TCP,ALLOW,2326151,8760340,,False,UNKNOWN,RU,ws-10878,True,True,valid,valid,valid,valid
FW000026924,2026-09-04 00:00:00,ws-11078,172.16.201.150,175.146.153.188,,25,UDP,ALLOW,40409096,,SID253811,False,DENY_TELNET,,ws-11078,True,True,invalid,valid,valid,invalid
FW000017674,2026-08-08 20:37:31,vdr-10559,172.16.224.102,,,80,TCP,DENY,29681652,21796160,SID113480,True,,RU,vdr-10559,True,False,missing,valid,valid,valid
FW000015015,2026-09-08 08:32:14,ws-10824.corp.local,172.16.32.37,144.82.158.132,53,1433,TCP,ALLOW,16862628,,SID236334,False,,RU,ws-10824,True,True,valid,valid,valid,missing
FW000022955,2026-08-09 04:54:10,ws-11739,172.16.177.179,,3306,25,TCP,DENY,47957787,5591060,SID425541,False,MONITOR_DB_ACCESS,IN,ws-11739,True,False,valid,valid,valid,valid
FW000002542,2026-09-08 00:47:00,,192.168.158.208,104.16.46.18,8443,8443,TCP,DENY,33414589,3460301,SID410936,False,BLOCK_TOR_EXIT,IN,,True,True,valid,valid,valid,valid
FW000019305,2026-08-19 17:22:17,ws-10070,192.168.136.63,,,8443,TCP,ALLOW,1645307,22567390,SID990736,True,ALLOW_OFFICE_APPS,IN,ws-10070,True,False,invalid,valid,valid,valid
FW000024097,2026-08-26 00:00:00,lpt-10003,,56.233.38.47,1433,135,UDP,ALLOW,49534730,,,False,BLOCK_EXTERNAL_RDP,IN,lpt-10003,False,True,valid,valid,valid,missing
FW000006454,2026-08-19 00:00:00,vdr-10166,172.16.206.40,,135,8443,TCP,ALLOW,,1475074,SID595879,False,DENY_TELNET,,vdr-10166,True,False,valid,valid,missing,valid
FW000003354,2026-08-07 00:00:00,ws-10505,192.168.121.202,,25,,TCP,ALLOW,43757076,26193428,SID489838,False,,IN,ws-10505,True,,valid,missing,valid,valid
FW000010512,2026-08-17 05:22:20,lpt-12010,192.168.59.147,192.168.206.230,53,,ICMP,ALLOW,9709814,9422226,,False,ALLOW_OFFICE_APPS,IN,lpt-12010,True,True,valid,invalid,valid,valid
FW000027605,2026-08-26 00:23:00,vdr-11943,217.23.54.11,,0,3389,UDP,ALLOW,5604197,15108322,SID773052,True,ALLOW_OFFICE_APPS,US,vdr-11943,True,False,valid,valid,valid,valid
FW000003593,2026-08-29 11:02:00,lpt-10775,,150.70.80.126,,3306,TCP,ALLOW,9751757,35944186,SID543562,False,ALLOW_OFFICE_APPS,UNKNOWN,lpt-10775,False,True,invalid,valid,valid,valid
FW000010611,2026-08-31 01:09:19,ws-11110,,20.197.187.24,3389,445,TCP,DENY,41910783,2264726,SID590063,False,BLOCK_EXTERNAL_RDP,US,ws-11110,False,True,valid,valid,valid,valid
FW000016179,2026-08-12 04:40:00,lpt-11833,,,3306,,TCP,ALLOW,,,SID683662,False,,,lpt-11833,False,False,valid,invalid,missing,invalid
FW000006658,2026-08-24 18:51:00,vdr-12825,192.168.190.46,172.16.232.235,,53,TCP,DENY,47910469,11809038,SID266433,False,BLOCK_TOR_EXIT,CN,vdr-12825,True,True,missing,valid,valid,valid
FW000027655,,ws-12115,192.168.197.102,173.50.206.238,53,,TCP,ALLOW,37238883,14218246,SID132775,False,BLOCK_EXTERNAL_RDP,,ws-12115,True,True,valid,invalid,valid,valid
FW000029063,2026-09-09 10:02:49,vdr-10536,,164.133.135.93,,,TCP,DENY,20321448,28286638,SID775897,False,,,vdr-10536,False,True,missing,missing,valid,valid
